"","COSMIC_ID","Cell_line_name","Cell_line_tissue_type","Cell_line_tissue_type_2","LN_IC50","res_sens"
"56",688025,"NCI-H526","lung_SCLC","lung_small_cell_carcinoma",-2.40092574,1
"57",688026,"NCI-H64","lung_SCLC","lung_small_cell_carcinoma",-1.42803299,1
"58",688027,"NCI-H69","lung_SCLC","lung_small_cell_carcinoma",-0.52139817,1
"59",688031,"NCI-H82","lung_SCLC","lung_small_cell_carcinoma",-0.77151017,1
"60",688058,"NCI-H2052","lung","mesothelioma",-1.79738372,1
"61",688086,"SK-N-DZ","neuroblastoma","neuroblastoma",-1.39281817,1
"62",688087,"SK-N-FI","neuroblastoma","neuroblastoma",1.75665849,1
"63",688121,"VA-ES-BJ","soft_tissue","soft_tissue_other",-4.88555386,1
"64",713878,"LU-139","lung_SCLC","lung_small_cell_carcinoma",-2.97378234,1
"65",713880,"SBC-5","lung_SCLC","lung_small_cell_carcinoma",-6.61760287,0
"66",713885,"SBC-1","lung_SCLC","lung_small_cell_carcinoma",-2.09684918,1
"67",713899,"LU-135","lung_SCLC","lung_small_cell_carcinoma",-4.73275223,1
"68",717431,"SK-N-SH","neuroblastoma","neuroblastoma",-4.60512428,1
"69",722045,"NCI-H2030","lung_NSCLC","lung_NSCLC_adenocarcinoma",-3.36602329,1
"70",722046,"NCI-H2122","lung_NSCLC","lung_NSCLC_adenocarcinoma",-6.04525724,0
"71",722058,"NCI-H1734","lung_NSCLC","lung_NSCLC_adenocarcinoma",-3.96079251,1
"72",722066,"NCI-H650","lung_NSCLC","lung_NSCLC_adenocarcinoma",-1.61125395,1
"73",724812,"T-24","urogenital_system","Bladder",-0.05737397,1
"74",724828,"SK-N-AS","neuroblastoma","neuroblastoma",0.48611601,1
"75",724831,"NCI-H1299","lung_NSCLC","lung_NSCLC_large cell",-5.49280125,1
"76",724834,"NCI-H2087","lung_NSCLC","lung_NSCLC_adenocarcinoma",-5.18297171,1
"77",724838,"UM-UC-3","urogenital_system","Bladder",-4.24944117,1
"78",724839,"SW756","urogenital_system","cervix",-4.25881988,1
"79",724855,"NCI-H727","lung_NSCLC","lung_NSCLC_carcinoid",-5.08660294,1
"80",724859,"Calu-6","lung_NSCLC","lung_NSCLC_adenocarcinoma",-4.86935966,1
"81",724863,"LU-65","lung_NSCLC","lung_NSCLC_large cell",-0.86492307,1
"82",724866,"NCI-H1355","lung_NSCLC","lung_NSCLC_adenocarcinoma",-6.04131344,0
"83",724868,"NCI-H1792","lung_NSCLC","lung_NSCLC_adenocarcinoma",-2.33538913,1
"84",724869,"HPAF-II","pancreas","pancreas",-1.562397,1
"85",724870,"MIA-PaCa-2","pancreas","pancreas",-4.12152794,1
"86",724872,"SHP-77","lung_SCLC","lung_small_cell_carcinoma",0.23602836,1
"87",724873,"NCI-H2009","lung_NSCLC","lung_NSCLC_adenocarcinoma",-5.21944288,1
"88",724874,"NCI-H2291","lung_NSCLC","lung_NSCLC_adenocarcinoma",3.68389568,1
"89",724878,"SW1573","lung_NSCLC","lung_NSCLC_adenocarcinoma",-0.68108808,1
"90",724879,"SW900","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",-1.72563571,1
"91",735784,"TE-5","aero_dig_tract","oesophagus",-5.8609627,1
"92",749709,"HCC1954","breast","breast",0.43249699,1
"93",749710,"HCC1143","breast","breast",1.71759004,1
"94",749711,"HCC1187","breast","breast",2.30582916,1
"95",749712,"HCC1395","breast","breast",2.68529054,1
"96",749713,"HCC1599","breast","breast",-3.09324098,1
"97",749714,"HCC1937","breast","breast",3.08421046,1
"98",749715,"HCC2157","breast","breast",0.19547801,1
"99",749716,"HCC2218","breast","breast",1.31105152,1
"100",749717,"HCC38","breast","breast",-3.63992421,1
"101",753531,"BB30-HNC","aero_dig_tract","head and neck",-6.35268901,0
"102",753532,"BB49-HNC","aero_dig_tract","head and neck",2.84903735,1
"103",753533,"BB65-RCC","kidney","kidney",-6.31044617,0
"104",753534,"BEN","lung_NSCLC","lung_NSCLC_not specified",-2.00899123,1
"105",753535,"BHY","aero_dig_tract","head and neck",-4.96450807,1
"106",753538,"Ca9-22","aero_dig_tract","head and neck",-4.68123907,1
"107",753540,"CAL-12T","lung_NSCLC","lung_NSCLC_not specified",-4.66392627,1
"108",753541,"CAL-33","aero_dig_tract","head and neck",-5.05056632,1
"109",753545,"CP50-MEL-B","skin","melanoma",1.30089689,1
"110",753546,"CP66-MEL","skin","melanoma",2.83039606,1
"111",753547,"CPC-N","lung_SCLC","lung_small_cell_carcinoma",-2.25118615,1
"112",753549,"D-542MG","nervous_system","glioma",2.53892472,1
"113",753551,"DMS-79","lung_SCLC","lung_small_cell_carcinoma",0.72995384,1
"114",753552,"DSH1","urogenital_system","Bladder",-2.24507309,1
"115",753554,"EBC-1","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",-5.78091355,1
"116",753555,"EC-GI-10","aero_dig_tract","oesophagus",1.56904814,1
"117",753556,"EPLC-272H","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",-4.08450513,1
"118",753558,"HA7-RCC","kidney","kidney",-5.2918393,1
"119",753559,"HCE-4","aero_dig_tract","oesophagus",-5.51950036,1
"120",753561,"HO-1-u-1","aero_dig_tract","head and neck",-2.02581833,1
"121",753562,"HSC-2","aero_dig_tract","head and neck",-5.15241348,1
"122",753564,"IST-SL1","lung_SCLC","lung_small_cell_carcinoma",-2.1917891,1
"123",753565,"IST-SL2","lung_SCLC","lung_small_cell_carcinoma",-4.54759181,1
"124",753566,"J82","urogenital_system","Bladder",-4.70299634,1
"125",753570,"KOSC-2","aero_dig_tract","head and neck",0.45015389,1
"126",753572,"KP-4","pancreas","pancreas",-4.2262234,1
"127",753573,"KYSE-140","aero_dig_tract","oesophagus",-3.57443005,1
"128",753574,"KYSE-410","aero_dig_tract","oesophagus",-3.07766368,1
"129",753575,"KYSE-520","aero_dig_tract","oesophagus",-2.60646746,1
"130",753576,"KYSE-70","aero_dig_tract","oesophagus",-1.3136277,1
"131",753577,"LB1047-RCC","kidney","kidney",-5.24447115,1
"132",753578,"LB2241-RCC","kidney","kidney",-7.19010012,0
"133",753579,"LB2518-MEL","skin","melanoma",-3.24633912,1
"134",753581,"LB373-MEL-D","skin","melanoma",-0.60360518,1
"135",753582,"LB647-SCLC","lung_SCLC","lung_small_cell_carcinoma",-4.74729141,1
"136",753583,"LB771-HNC","aero_dig_tract","head and neck",0.338625,1
"137",753584,"LB831-BLC","urogenital_system","Bladder",-3.62147262,1
"138",753585,"LB996-RCC","kidney","kidney",-3.03849618,1
"139",753586,"LCLC-103H","lung_NSCLC","lung_NSCLC_large cell",-4.16896703,1
"140",753588,"LU-134-A","lung_SCLC","lung_small_cell_carcinoma",-2.51530889,1
"141",753589,"LU-165","lung_SCLC","lung_small_cell_carcinoma",0.0122456,1
"142",753592,"LXF-289","lung_NSCLC","lung_NSCLC_adenocarcinoma",-4.47893834,1
"143",753594,"MS-1","lung_SCLC","lung_small_cell_carcinoma",-2.97303487,1
"144",753595,"MZ1-PC","pancreas","pancreas",-1.15270962,1
"145",753596,"MZ7-mel","skin","melanoma",-3.12740259,1
"146",753599,"NCI-H1304","lung_SCLC","lung_small_cell_carcinoma",-2.4430884,1
"147",753600,"NCI-H1563","lung_NSCLC","lung_NSCLC_adenocarcinoma",2.21734673,1
"148",753604,"NCI-H292","lung_NSCLC","lung_NSCLC_adenocarcinoma",-4.70146146,1
"149",753605,"NCI-H510A","lung_SCLC","lung_small_cell_carcinoma",-2.91079582,1
"150",753608,"PC-14","lung_NSCLC","lung_NSCLC_adenocarcinoma",-2.48153448,1
"151",753610,"SBC-3","lung_SCLC","lung_small_cell_carcinoma",-4.28149233,1
"152",753614,"TE-15","aero_dig_tract","oesophagus",-6.54787528,0
"153",753616,"BE2-M17","neuroblastoma","neuroblastoma",-1.29480569,1
"154",753620,"SIMA","neuroblastoma","neuroblastoma",-2.48765763,1
"155",753621,"TE-1","aero_dig_tract","oesophagus",1.26613409,1
"156",753622,"TE-10","aero_dig_tract","oesophagus",-3.84832597,1
"157",753623,"TE-8","aero_dig_tract","oesophagus",-4.94907842,1
"158",753624,"CAPAN-1","pancreas","pancreas",-4.32759936,1
"159",905933,"OVCAR-3","urogenital_system","ovary",-1.5101199,1
"160",905934,"PC-3","urogenital_system","prostate",0.40000287,1
"161",905935,"DU-145","urogenital_system","prostate",-5.40940359,1
"162",905936,"HCT-116","large_intestine","large_intestine",-3.4798888,1
"163",905937,"HCT-15","large_intestine","large_intestine",-3.244049,1
"164",905939,"HT-29","large_intestine","large_intestine",-5.18639128,1
"165",905941,"NCI-H226","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",-1.08363164,1
"166",905942,"NCI-H23","lung_NSCLC","lung_NSCLC_adenocarcinoma",-1.75566393,1
"167",905944,"NCI-H522","lung_NSCLC","lung_NSCLC_adenocarcinoma",-4.59754294,1
"168",905945,"T47D","breast","breast",0.79402122,1
"169",905946,"MCF7","breast","breast",-5.95854996,1
"170",905947,"786-0","kidney","kidney",-7.0085573,0
"171",905948,"A498","kidney","kidney",3.25368244,1
"172",905950,"ACHN","kidney","kidney",-7.09135707,0
"173",905954,"SK-MEL-28","skin","melanoma",2.47102942,1
"174",905955,"SK-MEL-2","skin","melanoma",0.45597372,1
"175",905957,"Hs-578-T","breast","breast",2.62032089,1
"176",905959,"SK-OV-3","urogenital_system","ovary",-3.39857397,1
"177",905960,"MDA-MB-231","breast","breast",-3.5270195,1
"178",905961,"COLO-205","large_intestine","large_intestine",-0.41062063,1
"179",905962,"SW620","large_intestine","large_intestine",-4.11877419,1
"180",905963,"CAKI-1","kidney","kidney",2.00403673,1
"181",905967,"NCI-H322M","lung_NSCLC","lung_NSCLC_adenocarcinoma",3.21058224,1
"182",905969,"OVCAR-5","urogenital_system","ovary",-3.24614325,1
"183",905970,"EKVX","lung_NSCLC","lung_NSCLC_adenocarcinoma",3.09944381,1
"184",905971,"HCC2998","large_intestine","large_intestine",-5.08173413,1
"185",905972,"HOP-62","lung_NSCLC","lung_NSCLC_adenocarcinoma",-1.61349201,1
"186",905973,"HOP-92","lung_NSCLC","lung_NSCLC_large cell",-0.34062105,1
"187",905974,"LOXIMVI","skin","melanoma",-4.40101385,1
"188",905975,"M14","skin","melanoma",-1.77287099,1
"189",905976,"UACC-62","skin","melanoma",-0.46511132,1
"190",905977,"UACC-257","skin","melanoma",-1.83149149,1
"191",905978,"RXF393","kidney","kidney",-1.53741091,1
"192",905979,"SN12C","kidney","kidney",-0.68277777,1
"193",905980,"TK10","kidney","kidney",-3.67536184,1
"194",905981,"U031","kidney","kidney",-4.87942783,1
"195",905982,"SNB75","nervous_system","glioma",-3.74099453,1
"196",905983,"U251","nervous_system","glioma",-3.70968245,1
"197",905984,"SF539","nervous_system","glioma",-4.71971854,1
"198",905985,"SF295","nervous_system","glioma",-4.30498325,1
"199",905986,"SF268","nervous_system","glioma",-5.09417927,1
"200",905989,"KM12","large_intestine","large_intestine",-2.41595413,1
"201",905990,"OVCAR-4","urogenital_system","ovary",-1.49019431,1
"202",905991,"OVCAR-8","urogenital_system","ovary",-5.00889417,1
"203",906693,"BxPC-3","pancreas","pancreas",-3.66547587,1
"204",906696,"BHT-101","thyroid","thyroid",-2.35471979,1
"205",906746,"Becker","nervous_system","glioma",-1.82938156,1
"206",906790,"AGS","digestive_system","stomach",-5.70838055,1
"207",906791,"ABC-1","lung_NSCLC","lung_NSCLC_adenocarcinoma",-3.98016495,1
"208",906792,"A2058","skin","melanoma",-4.14695384,1
"209",906793,"A375","skin","melanoma",-6.2282848,0
"210",906794,"A253","aero_dig_tract","head and neck",-2.92273746,1
"211",906795,"8305C","thyroid","thyroid",-3.9513469,1
"212",906797,"647-V","urogenital_system","Bladder",-4.9542453,1
"213",906798,"639-V","urogenital_system","Bladder",-1.38215512,1
"214",906801,"BT-20","breast","breast",-1.68455476,1
"215",906804,"A2780","urogenital_system","ovary",-4.9926699,1
"216",906805,"COR-L105","lung_NSCLC","lung_NSCLC_adenocarcinoma",-3.40998634,1
"217",906808,"COR-L88","lung_SCLC","lung_small_cell_carcinoma",0.7570064,1
"218",906812,"COLO-824","breast","breast",1.56150114,1
"219",906813,"COLO-800","skin","melanoma",-3.56319134,1
"220",906814,"COLO-792","skin","melanoma",1.93498727,1
"221",906817,"COLO-680N","aero_dig_tract","oesophagus",-2.99024249,1
"222",906818,"COLO-679","skin","melanoma",-4.36028743,1
"223",906820,"CHP-212","neuroblastoma","neuroblastoma",-5.1050873,1
"224",906821,"CFPAC-1","pancreas","pancreas",-5.76193589,1
"225",906824,"Ca-Ski","urogenital_system","cervix",-4.44260588,1
"226",906826,"CAL-120","breast","breast",-0.82042229,1
"227",906827,"CAL-72","bone","osteosarcoma",2.89067353,1
"228",906828,"CAL-62","thyroid","thyroid",-5.19882367,1
"229",906830,"C32","skin","melanoma",0.61622405,1
"230",906833,"Daoy","nervous_system","medulloblastoma",-6.03497232,0
"231",906834,"D-283MED","nervous_system","medulloblastoma",-3.32192317,1
"232",906835,"DBTRG-05MG","nervous_system","glioma",-2.92502222,1
"233",906837,"Detroit562","aero_dig_tract","head and neck",-4.14702856,1
"234",906839,"DK-MG","nervous_system","glioma",3.07833843,1
"235",906841,"DJM-1","skin","skin_other",-3.68977959,1
"236",906843,"DoTc2-4510","urogenital_system","cervix",-5.35470285,1
"237",906844,"DU-4475","breast","breast",-5.01156443,1
"238",906848,"ECC10","digestive_system","stomach",-0.60741582,1
"239",906851,"EFM-19","breast","breast",2.80634905,1
"240",906852,"EFO-27","urogenital_system","ovary",-3.91349856,1
"241",906853,"EGI-1","digestive_system","biliary_tract",-1.88325006,1
"242",906861,"ETK-1","digestive_system","biliary_tract",-4.44834075,1
"243",906862,"EVSA-T","breast","breast",0.89560309,1
"244",906863,"FADU","aero_dig_tract","head and neck",-3.0869573,1
"245",906864,"FTC-133","thyroid","thyroid",-2.18428996,1
"246",906865,"G-361","skin","melanoma",-4.41456851,1
"247",906868,"GAMG","nervous_system","glioma",-4.86802402,1
"248",906869,"GCIY","digestive_system","stomach",-2.33927063,1
"249",906871,"GI-1","nervous_system","glioma",-4.85623762,1
"250",906872,"GI-ME-N","neuroblastoma","neuroblastoma",0.78945082,1
"251",906873,"GMS-10","nervous_system","glioma",1.53862976,1
"252",906875,"GOTO","neuroblastoma","neuroblastoma",-0.8385609,1
"253",906999,"GCT","soft_tissue","soft_tissue_other",-1.08424536,1
"254",907000,"ESS-1","urogenital_system","endometrium",-5.52282298,1
"255",907041,"GT3TKB","digestive_system","stomach",-4.24226898,1
"256",907042,"H4","nervous_system","glioma",-5.11847025,1
"257",907045,"HCC1419","breast","breast",2.52860311,1
"258",907046,"HCC1569","breast","breast",-2.42479646,1
"259",907047,"HCC1806","breast","breast",-5.32407373,1
"260",907051,"HEC-1","urogenital_system","endometrium",-2.17707428,1
"261",907055,"HGC-27","digestive_system","stomach",-5.30653608,1
"262",907057,"HLE","digestive_system","liver",-5.1995055,1
"263",907058,"HMV-II","skin","melanoma",-4.65528599,1
"264",907059,"HN","aero_dig_tract","head and neck",-2.76245899,1
"265",907060,"HOS","bone","osteosarcoma",-6.2270146,0
"266",907061,"HSC-3","aero_dig_tract","head and neck",-4.63801991,1
"267",907062,"HSC-4","aero_dig_tract","head and neck",-5.86363953,1
"268",907064,"HT-1080","soft_tissue","fibrosarcoma",-5.52175994,1
"269",907065,"HT-1197","urogenital_system","Bladder",-0.39201549,1
"270",907066,"HT-1376","urogenital_system","Bladder",-1.2352954,1
"271",907067,"HT-144","skin","melanoma",-5.15990483,1
"272",907068,"HT-3","urogenital_system","cervix",-1.51545461,1
"273",907069,"HuCCT1","digestive_system","biliary_tract",-3.74863878,1
"274",907071,"HuH-7","digestive_system","liver",-1.31767824,1
"275",907072,"HuO9","bone","osteosarcoma",2.53097806,1
"276",907073,"HUTU-80","digestive_system","digestive_system_other",-6.91198036,0
"277",907169,"IGR-1","skin","melanoma",-4.10132059,1
"278",907170,"IMR-5","neuroblastoma","neuroblastoma",-3.58653464,1
"279",907171,"IPC-298","skin","melanoma",-2.19360109,1
"280",907172,"IST-MEL1","skin","melanoma",-6.5165478,0
"281",907173,"IST-MES1","lung","mesothelioma",-0.79461799,1
"282",907175,"JAR","urogenital_system","urogenital_system_other",2.28976442,1
"283",907176,"JEG-3","urogenital_system","urogenital_system_other",-2.85453166,1
"284",907271,"KALS-1","nervous_system","glioma",-3.44204728,1
"285",907279,"KINGS-1","nervous_system","glioma",2.62109546,1
"286",907282,"KNS-42","nervous_system","glioma",-0.56145067,1
"287",907285,"HuP-T3","pancreas","pancreas",-2.30748578,1
"288",907286,"HuP-T4","pancreas","pancreas",-4.06255709,1
"289",907287,"HT55","large_intestine","large_intestine",1.53495292,1
"290",907289,"HT-115","large_intestine","large_intestine",1.89632233,1
"291",907290,"H-EMC-SS","bone","chondrosarcoma",-1.68665897,1
"292",907291,"GP5d","large_intestine","large_intestine",-3.54442943,1
"293",907295,"DMS-53","lung_SCLC","lung_small_cell_carcinoma",-0.30092336,1
"294",907298,"G-402","soft_tissue","soft_tissue_other",-5.48467921,1
"295",907299,"G-401","kidney","kidney",-2.54316092,1
"296",907312,"KU-19-19","urogenital_system","Bladder",1.46146064,1
"297",907313,"KS-1","nervous_system","glioma",-3.77513143,1
"298",907314,"KP-N-YN","neuroblastoma","neuroblastoma",1.70656502,1
"299",907317,"KYSE-150","aero_dig_tract","oesophagus",-4.78041206,1
"300",907318,"KYSE-180","aero_dig_tract","oesophagus",-4.05005004,1
"301",907319,"KYSE-270","aero_dig_tract","oesophagus",-5.43359744,1
"302",907320,"KYSE-450","aero_dig_tract","oesophagus",-4.01674369,1
"303",907321,"KYSE-510","aero_dig_tract","oesophagus",-6.95575319,0
"304",907786,"LC-2-ad","lung_NSCLC","lung_NSCLC_adenocarcinoma",-6.99508758,0
"305",907788,"LNCaP-Clone-FGC","urogenital_system","prostate",-0.25627392,1
"306",907790,"LoVo","large_intestine","large_intestine",-4.16299964,1
"307",907792,"LS-123","large_intestine","large_intestine",-3.15094279,1
"308",907794,"LS-411N","large_intestine","large_intestine",-3.46703091,1
"309",907795,"LS-513","large_intestine","large_intestine",-0.62893746,1
"310",907796,"LU-99A","lung_NSCLC","lung_NSCLC_large cell",0.09693618,1
"311",908121,"MDA-MB-361","breast","breast",-1.17001255,1
"312",908122,"MDA-MB-453","breast","breast",1.84629866,1
"313",908123,"MDA-MB-468","breast","breast",-4.16905397,1
"314",908125,"MEL-JUSO","skin","melanoma",-6.10338867,0
"315",908127,"MES-SA","urogenital_system","uterus",-4.78729043,1
"316",908128,"Mewo","skin","melanoma",0.82642369,1
"317",908129,"MFE-280","urogenital_system","endometrium",1.01482753,1
"318",908130,"MFE-296","urogenital_system","endometrium",-3.76597745,1
"319",908131,"MG-63","bone","osteosarcoma",-6.02319965,0
"320",908135,"MHH-NB-11","neuroblastoma","neuroblastoma",0.56147401,1
"321",908138,"MKN1","digestive_system","stomach",-3.28883223,1
"322",908139,"MKN28","digestive_system","stomach",0.26989191,1
"323",908144,"MOG-G-CCM","nervous_system","glioma",-0.63060971,1
"324",908145,"MOG-G-UVW","nervous_system","glioma",-5.01288024,1
"325",908150,"MPP-89","lung","mesothelioma",-0.67757626,1
"326",908151,"MRK-nu-1","breast","breast",-4.25638584,1
"327",908152,"MSTO-211H","lung","mesothelioma",-0.95168859,1
"328",908440,"NB69","neuroblastoma","neuroblastoma",-4.22610458,1
"329",908443,"NCI-H520","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",-3.86508088,1
"330",908444,"NCI-SNU-1","digestive_system","stomach",-5.55170535,1
"331",908445,"NCI-SNU-5","digestive_system","stomach",-2.51414859,1
"332",908446,"NCI-SNU-16","digestive_system","stomach",2.30454569,1
"333",908447,"NH-12","neuroblastoma","neuroblastoma",-3.14428285,1
"334",908449,"NMC-G1","nervous_system","glioma",-4.54979949,1
"335",908450,"no-11","nervous_system","glioma",-1.07247604,1
"336",908452,"no-10","nervous_system","glioma",-2.07109099,1
"337",908454,"NTERA-2 cl.D1","urogenital_system","testis",-4.85210789,1
"338",908455,"NUGC-3","digestive_system","stomach",-4.01887227,1
"339",908457,"NCI-H747","large_intestine","large_intestine",-3.19787617,1
"340",908458,"NCI-H716","large_intestine","large_intestine",2.94946509,1
"341",908459,"NCI-H596","lung_NSCLC","lung_NSCLC_adenocarcinoma",-1.88074455,1
"342",908460,"NCI-H441","lung_NSCLC","lung_NSCLC_adenocarcinoma",-4.45954079,1
"343",908462,"NCI-H2452","lung","mesothelioma",1.26800492,1
"344",908463,"NCI-H1793","lung_NSCLC","lung_NSCLC_adenocarcinoma",-1.32614823,1
"345",908465,"NCI-H358","lung_NSCLC","lung_NSCLC_adenocarcinoma",-3.98437009,1
"346",908467,"NCI-H1155","lung_NSCLC","lung_NSCLC_large cell",-1.75425593,1
"347",908469,"NCI-H1436","lung_SCLC","lung_small_cell_carcinoma",3.08665349,1
"348",908470,"NCI-H28","lung","mesothelioma",-1.1833909,1
"349",908471,"NCI-H1581","lung_NSCLC","lung_NSCLC_large cell",0.23913227,1
"350",908472,"NCI-H1573","lung_NSCLC","lung_NSCLC_adenocarcinoma",1.34385087,1
"351",908473,"NCI-H1666","lung_NSCLC","lung_NSCLC_adenocarcinoma",2.35871395,1
"352",908474,"NCI-H1703","lung_NSCLC","lung_NSCLC_adenocarcinoma",-3.87561241,1
"353",908475,"NCI-H1755","lung_NSCLC","lung_NSCLC_adenocarcinoma",-0.91157966,1
"354",908476,"NCI-H1993","lung_NSCLC","lung_NSCLC_adenocarcinoma",3.4724324,1
"355",908481,"NCI-H2196","lung_SCLC","lung_small_cell_carcinoma",-0.47218261,1
"356",908483,"NCI-H524","lung_SCLC","lung_small_cell_carcinoma",0.91812159,1
"357",909194,"NCI-H748","lung_SCLC","lung_small_cell_carcinoma",-1.60537323,1
"358",909248,"ONS-76","nervous_system","medulloblastoma",-3.8974073,1
"359",909250,"OS-RC-2","kidney","kidney",-4.16938902,1
"360",909255,"PA-1","urogenital_system","ovary",-4.91671881,1
"361",909256,"OCUB-M","breast","breast",-4.79790957,1
"362",909263,"RCM-1","large_intestine","large_intestine",-0.51241072,1
"363",909264,"RD","soft_tissue","rhabdomyosarcoma",-2.54370062,1
"364",909697,"RF-48","digestive_system","stomach",-4.9009552,1
"365",909698,"RKO","large_intestine","large_intestine",-6.0114572,0
"366",909699,"RMG-I","urogenital_system","ovary",2.69894544,1
"367",909700,"RPMI-2650","aero_dig_tract","head and neck",-4.26593073,1
"368",909704,"RT-112","urogenital_system","Bladder",-5.41436675,1
"369",909706,"RVH-421","skin","melanoma",0.18411209,1
"370",909707,"Saos-2","bone","osteosarcoma",2.15469046,1
"371",909708,"SAS","aero_dig_tract","head and neck",-3.96909215,1
"372",909709,"SCC-9","aero_dig_tract","head and neck",3.13392337,1
"373",909711,"SCH","digestive_system","stomach",3.06275025,1
"374",909712,"SF126","nervous_system","glioma",-4.57249904,1
"375",909713,"SH-4","skin","melanoma",-3.82122277,1
